Nom de la commune;Code département;Population totale;
Ivry-la-Bataille;27;2 799;
Jouy-sur-Eure;27;589;
Juignettes;27;214;
Jumelles;27;323;
La Lande-Saint-Léger;27;360;
Le Landin;27;204;
Launay;27;205;
Léry;27;2 075;
Le Lesme;27;669;
Letteguives;27;204;
Lieurey;27;1 469;
Lignerolles;27;336;
Lilly;27;85;
Lisors;27;356;
Livet-sur-Authou;27;149;
Longchamps;27;622;
Lorleau;27;145;
Louversey;27;558;
Louviers;27;19 180;
Louye;27;236;
Lyons-la-Forêt;27;735;
La Madeleine-de-Nonancourt;27;1 176;
Mainneville;27;425;
Malleville-sur-le-Bec;27;259;
Malouy;27;162;
Mandeville;27;332;
Mandres;27;382;
Manneville-la-Raoult;27;517;
Manneville-sur-Risle;27;1 553;
Le Manoir;27;1 271;
Marais-Vernier;27;521;
Marbeuf;27;474;
Marbois;27;1 448;
Marcilly-la-Campagne;27;1 224;
Marcilly-sur-Eure;27;1 608;
Martagny;27;156;
Martainville;27;485;
Martot;27;586;
Mélicourt;27;80;
Ménesqueville;27;475;
Ménilles;27;1 765;
Menneval;27;1 488;
Mercey;27;51;
Merey;27;352;
Mesnil-en-Ouche;27;4 857;
Le Mesnil-Fuguet;27;181;
Le Mesnil-Jourdain;27;246;
Mesnil-Rousset;27;93;
Mesnil-sous-Vienne;27;119;
Mesnil-sur-l'Estrée;27;934;
Mesnil-Verclives;27;307;
Mesnils-sur-Iton;27;4 757;
Mézières-en-Vexin;27;638;
Miserey;27;641;
Moisville;27;232;
Montfort-sur-Risle;27;767;
Montreuil-l'Argillé;27;824;
Les Monts du Roumois;27;1 591;
Morainville-Jouveaux;27;374;
Morgny;27;664;
Morsan;27;109;
Mouettes;27;780;
Mouflaines;27;180;
Mousseaux-Neuville;27;666;
Muids;27;893;
Muzy;27;836;
Nagel-Séez-Mesnil;27;336;
Nassandres sur Risle;27;2 470;
Neaufles-Auvergny;27;431;
Neaufles-Saint-Martin;27;1 281;
Le Neubourg;27;4 423;
Neuilly;27;172;
La Neuve-Grange;27;334;
La Neuve-Lyre;27;578;
La Neuville-du-Bosc;27;658;
Neuville-sur-Authou;27;198;
Noards;27;55;
La Noë-Poulain;27;268;
Nogent-le-Sec;27;425;
Nojeon-en-Vexin;27;354;
Nonancourt;27;2 412;
Normanville;27;1 122;
Notre-Dame-d'Épine;27;81;
Notre-Dame-de-l'Isle;27;692;
Notre-Dame-du-Hamel;27;219;
Le Noyer-en-Ouche;27;229;
Noyers;27;275;
Ormes;27;505;
Pacy-sur-Eure;27;5 411;
Parville;27;328;
Perriers-sur-Andelle;27;1 839;
Perruel;27;475;
Piencourt;27;157;
Pinterville;27;757;
Piseux;27;781;
Pîtres;27;2 500;
Les Places;27;79;
Plainville;27;192;
Le Planquay;27;158;
Plasnes;27;729;
Le Plessis-Grohan;27;878;
Le Plessis-Hébert;27;410;
Le Plessis-Sainte-Opportune;27;338;
Pont-Audemer;27;10 714;
Pont-Authou;27;659;
Pont-de-l'Arche;27;4 214;
Pont-Saint-Pierre;27;1 197;
Port-Mort;27;963;
Porte-de-Seine;27;215;
Portes;27;272;
Poses;27;1 198;
La Poterie-Mathieu;27;173;
Les Préaux;27;392;
Pressagny-l'Orgueilleux;27;733;
Prey;27;970;
Puchay;27;626;
Pullay;27;455;
La Pyle;27;160;
Quatremare;27;410;
Quillebeuf-sur-Seine;27;912;
Quittebeuf;27;661;
Radepont;27;660;
Renneville;27;201;
Reuilly;27;544;
Richeville;27;278;
Roman;27;295;
Romilly-la-Puthenaye;27;328;
Romilly-sur-Andelle;27;3 288;
La Roquette;27;240;
Rosay-sur-Lieure;27;543;
Rouge-Perriers;27;375;
Rougemontiers;27;1 056;
Routot;27;1 620;
Rouvray;27;273;
Rugles;27;2 329;
Sacquenville;27;1 257;
Saint-Agnan-de-Cernières;27;156;
Saint-André-de-l'Eure;27;4 099;
Saint-Antonin-de-Sommaire;27;189;
Saint-Aubin-d'Écrosville;27;747;
Saint-Aubin-de-Scellon;27;361;
Saint-Aubin-du-Thenney;27;376;
Saint-Aubin-le-Vertueux;27;887;
Saint-Aubin-sur-Gaillon;27;1 973;
Saint-Aubin-sur-Quillebeuf;27;708;
Saint-Benoît-des-Ombres;27;144;
Saint-Christophe-sur-Avre;27;152;
Saint-Christophe-sur-Condé;27;505;
Saint-Clair-d'Arcey;27;349;
Saint-Cyr-de-Salerne;27;214;
Saint-Cyr-la-Campagne;27;435;
Saint-Denis-d'Augerons;27;92;
Saint-Denis-des-Monts;27;211;
Saint-Denis-le-Ferment;27;503;
Saint-Didier-des-Bois;27;910;
Saint-Élier;27;452;
Saint-Éloi-de-Fourques;27;526;
Saint-Étienne-du-Vauvray;27;903;
Saint-Étienne-l'Allier;27;564;
Saint-Étienne-sous-Bailleul;27;405;
Saint-Georges-du-Mesnil;27;142;
Saint-Georges-du-Vièvre;27;910;
Saint-Georges-Motel;27;914;
Saint-Germain-de-Fresney;27;218;
Saint-Germain-de-Pasquier;27;131;
Saint-Germain-des-Angles;27;181;
Saint-Germain-la-Campagne;27;899;
Saint-Germain-sur-Avre;27;1 210;
Saint-Grégoire-du-Vièvre;27;327;
Saint-Jean-de-la-Léqueraye;27;66;
Saint-Jean-du-Thenney;27;252;
Saint-Julien-de-la-Liègue;27;413;
Saint-Laurent-des-Bois;27;252;
Saint-Laurent-du-Tencement;27;63;
Saint-Léger-de-Rôtes;27;423;
Saint-Léger-du-Gennetey;27;190;
Saint-Luc;27;260;
Saint-Maclou;27;629;
Saint-Marcel;27;4 713;
Saint-Mards-de-Blacarville;27;813;
Saint-Mards-de-Fresne;27;350;
Saint-Martin-du-Tilleul;27;244;
Saint-Martin-la-Campagne;27;102;
Saint-Martin-Saint-Firmin;27;330;
Saint-Meslin-du-Bosc;27;291;
Saint-Ouen-de-Pontcheuil;27;99;
Saint-Ouen-de-Thouberville;27;2 404;
Saint-Ouen-des-Champs;27;320;
Saint-Ouen-du-Tilleul;27;1 647;
Saint-Paul-de-Fourques;27;303;
Saint-Philbert-sur-Boissey;27;173;
Saint-Philbert-sur-Risle;27;790;
Saint-Pierre-de-Bailleul;27;1 001;
Saint-Pierre-de-Cernières;27;222;
Saint-Pierre-de-Cormeilles;27;628;
Saint-Pierre-de-Salerne;27;253;
Saint-Pierre-des-Fleurs;27;1 559;
Saint-Pierre-des-Ifs;27;279;
Saint-Pierre-du-Bosguérard;27;1 056;
Saint-Pierre-du-Val;27;575;
Saint-Pierre-du-Vauvray;27;1 307;
Saint-Pierre-la-Garenne;27;937;
Saint-Quentin-des-Isles;27;227;
Saint-Samson-de-la-Roque;27;435;
Saint-Sébastien-de-Morsent;27;5 960;
Saint-Siméon;27;327;
Saint-Sulpice-de-Grimbouville;27;176;
Saint-Sylvestre-de-Cormeilles;27;256;
Saint-Symphorien;27;485;
Saint-Thurien;27;237;
Saint-Victor-d'Épine;27;326;
Saint-Victor-de-Chrétienville;27;470;
Saint-Victor-sur-Avre;27;63;
Saint-Vigor;27;330;
Saint-Vincent-des-Bois;27;341;
Saint-Vincent-du-Boulay;27;383;
Sainte-Colombe-la-Commanderie;27;842;
Sainte-Colombe-près-Vernon;27;321;
Sainte-Geneviève-lès-Gasny;27;680;
Sainte-Marie-d'Attez;27;590;
Sainte-Marie-de-Vatimesnil;27;268;
Sainte-Marthe;27;528;
Sainte-Opportune-du-Bosc;27;671;
Sainte-Opportune-la-Mare;27;454;
Sancourt;27;159;
Sassey;27;190;
Saussay-la-Campagne;27;536;
La Saussaye;27;1 919;
Sébécourt;27;486;
Selles;27;467;
Serez;27;149;
Serquigny;27;2 049;
Surtauville;27;497;
Surville;27;943;
Suzay;27;350;
Sylvains-Lès-Moulins;27;1 331;
Terres de Bord;27;1 534;
Le Theil-Nolent;27;265;
Thénouville;27;1 027;
Thiberville;27;1 847;
Thibouville;27;362;
Thierville;27;375;
Le Thil;27;526;
Les Thilliers-en-Vexin;27;505;
Le Thuit;27;149;
Le Thuit de l'Oison;27;3 617;
Tilleul-Dame-Agnès;27;198;
Le Tilleul-Lambert;27;253;
Tillières-sur-Avre;27;1 107;
Tilly;27;586;
Tocqueville;27;157;
Le Torpt;27;440;
Touffreville;27;355;
Tournedos-Bois-Hubert;27;464;
Tourneville;27;336;
Tourville-la-Campagne;27;1 074;
Tourville-sur-Pont-Audemer;27;881;
Toutainville;27;1 367;
Le Tremblay-Omonville;27;340;
La Trinité;27;119;
La Trinité-de-Réville;27;244;
La Trinité-de-Thouberville;27;449;
Triqueville;27;344;
Les Trois Lacs;27;1 817;
Le Troncq;27;177;
Le Tronquay;27;522;
Trouville-la-Haule;27;780;
La Vacherie;27;575;
Le Val d'Hazey;27;5 620;
Val d'Orger;27;1 012;
Le Val-David;27;752;
Val-de-Reuil;27;13 601;
Le Val-Doré;27;973;
Valailles;27;398;
Valletot;27;415;
Vandrimare;27;978;
Vannecrocq;27;157;
Vascœuil;27;354;
Vatteville;27;185;
Le Vaudreuil;27;3 799;
Vaux-sur-Eure;27;280;
Venon;27;395;
Les Ventes;27;1 071;
Verneuil d'Avre et d'Iton;27;8 595;
Verneusses;27;208;
Vernon;27;24 661;
Vesly;27;712;
Vexin-sur-Epte;27;6 285;
Vézillon;27;267;
Le Vieil-Évreux;27;821;
La Vieille-Lyre;27;632;
Vieux-Port;27;46;
Villegats;27;357;
Villers-en-Vexin;27;315;
Villers-sur-le-Roule;27;859;
Villettes;27;181;
Villez-sous-Bailleul;27;329;
Villez-sur-le-Neubourg;27;290;
Villiers-en-Désœuvre;27;938;
Vironvay;27;336;
Vitot;27;572;
Voiscreville;27;130;
Vraiville;27;662;
Abondant;28;2 413;
Allaines-Mervilliers;28;325;
Allainville;28;144;
Allonnes;28;318;
Alluyes;28;851;
Amilly;28;1 900;
Anet;28;2 815;
Ardelles;28;202;
Ardelu;28;76;
Argenvilliers;28;351;
Aunay-sous-Auneau;28;1 495;
Aunay-sous-Crécy;28;623;
Auneau-Bleury-Saint-Symphorien;28;5 910;
Les Autels-Villevillon;28;156;
Authon-du-Perche;28;1 227;
Baigneaux;28;243;
Bailleau-Armenonville;28;1 431;
Bailleau-l'Évêque;28;1 202;
Bailleau-le-Pin;28;1 600;
Barjouville;28;1 785;
Barmainville;28;126;
Baudreville;28;270;
La Bazoche-Gouet;28;1 245;
Bazoches-en-Dunois;28;263;
Bazoches-les-Hautes;28;323;
Beauche;28;282;
Beaumont-les-Autels;28;521;
Beauvilliers;28;340;
Belhomert-Guéhouville;28;828;
Berchères-les-Pierres;28;1 033;
Berchères-Saint-Germain;28;848;
Berchères-sur-Vesgre;28;861;
Bérou-la-Mulotière;28;343;
Béthonvilliers;28;126;
Béville-le-Comte;28;1 684;
Billancelles;28;331;
Blandainville;28;273;
Boissy-en-Drouais;28;209;
Boissy-lès-Perche;28;513;
Boisville-la-Saint-Père;28;718;
Boncé;28;249;
Boncourt;28;273;
Bonneval;28;5 266;
Bouglainval;28;790;
Le Boullay-les-Deux-Églises;28;274;
Le Boullay-Mivoye;28;485;
Le Boullay-Thierry;28;561;
La Bourdinière-Saint-Loup;28;739;
Boutigny-Prouais;28;1 795;
Bouville;28;592;
Bréchamps;28;340;
Brezolles;28;1 846;
Briconville;28;245;
Brou;28;3 419;
Broué;28;904;
Brunelles;28;573;
Bû;28;1 991;
Bullainville;28;113;
Cernay;28;94;
Challet;28;452;
Champhol;28;3 735;
Champrond-en-Gâtine;28;649;
Champrond-en-Perchet;28;403;
Champseru;28;328;
La Chapelle-d'Aunainville;28;292;
La Chapelle-du-Noyer;28;1 230;
La Chapelle-Forainvilliers;28;206;
La Chapelle-Fortin;28;194;
Chapelle-Guillaume;28;190;
Chapelle-Royale;28;313;
Charbonnières;28;257;
Charonville;28;319;
Charpont;28;612;
Chartainvilliers;28;740;
Chartres;28;40 195;
Chassant;28;339;
Châtaincourt;28;245;
Châteaudun;28;13 409;
Châteauneuf-en-Thymerais;28;2 673;
Les Châtelets;28;104;
Les Châtelliers-Notre-Dame;28;136;
Châtenay;28;249;
Chaudon;28;1 706;
Chauffours;28;280;
La Chaussée-d'Ivry;28;1 139;
Cherisy;28;1 896;
Chuisnes;28;1 150;
Cintray;28;425;
Clévilliers;28;718;
Cloyes-les-Trois-Rivières;28;5 838;
Coltainville;28;900;
Combres;28;570;
Commune nouvelle d'Arrou;28;3 875;
Conie-Molitard;28;415;
Corancez;28;402;
Cormainville;28;250;
Les Corvées-les-Yys;28;318;
Le Coudray;28;4 313;
Coudray-au-Perche;28;352;
Coudreceau;28;489;
Coulombs;28;1 383;
Courbehaye;28;136;
Courville-sur-Eure;28;2 864;
Crécy-Couvé;28;268;
Croisilles;28;461;
La Croix-du-Perche;28;169;
Crucey-Villages;28;480;
Dambron;28;98;
Dammarie;28;1 535;
Dampierre-sous-Brou;28;474;
Dampierre-sur-Avre;28;763;
Dancy;28;204;
Dangeau;28;1 305;
Dangers;28;441;
Denonville;28;771;
Digny;28;978;
Donnemain-Saint-Mamès;28;720;
Dreux;28;31 575;
Droue-sur-Drouette;28;1 309;
Écluzelles;28;171;
Écrosnes;28;890;
Eole-en-Beauce;28;1 077;
Épeautrolles;28;185;
Épernon;28;5 592;
Ermenonville-la-Grande;28;332;
Ermenonville-la-Petite;28;192;
Escorpain;28;252;
Les Étilleux;28;226;
Faverolles;28;880;
Favières;28;612;
Le Favril;28;373;
La Ferté-Vidame;28;723;
Fessanvilliers-Mattanvilliers;28;180;
Flacey;28;214;
Fontaine-la-Guyon;28;1 764;
Fontaine-les-Ribouts;28;212;
Fontaine-Simon;28;952;
Fontenay-sur-Conie;28;135;
Fontenay-sur-Eure;28;992;
La Framboisière;28;346;
Francourville;28;851;
Frazé;28;514;
Fresnay-l'Évêque;28;757;
Fresnay-le-Comte;28;339;
Fresnay-le-Gilmert;28;203;
Frétigny;28;530;
Friaize;28;246;
Fruncé;28;419;
Gallardon;28;3 715;
Garancières-en-Beauce;28;221;
Garancières-en-Drouais;28;279;
Garnay;28;884;
Gas;28;808;
Gasville-Oisème;28;1 456;
La Gaudaine;28;182;
Le Gault-Saint-Denis;28;683;
Gellainville;28;689;
Germainville;28;284;
Gilles;28;546;
Gohory;28;330;
Gommerville;28;684;
Gouillons;28;340;
Goussainville;28;1 297;
Guainville;28;703;
Le Gué-de-Longroi;28;954;
Guilleville;28;186;
Guillonville;28;455;
Hanches;28;2 772;
Happonvilliers;28;304;
Havelu;28;145;
Houville-la-Branche;28;457;
Houx;28;790;
Illiers-Combray;28;3 394;
Intréville;28;148;
Jallans;28;848;
Janville;28;1 870;
Jaudrais;28;399;
Jouy;28;1 992;
Lamblore;28;348;
Landelles;28;647;
Lanneray;28;583;
Laons;28;706;
Léthuin;28;234;
Levainville;28;403;
Lèves;28;5 916;
Levesville-la-Chenard;28;222;
Logron;28;602;
Loigny-la-Bataille;28;216;
Lormaye;28;672;
La Loupe;28;3 535;
Louville-la-Chenard;28;257;
Louvilliers-en-Drouais;28;203;
Louvilliers-lès-Perche;28;183;
Lucé;28;16 060;
Luigny;28;360;
Luisant;28;6 963;
Lumeau;28;169;
Luplanté;28;394;
Luray;28;1 598;
Magny;28;669;
Maillebois;28;946;
Maintenon;28;4 352;
Mainvilliers;28;11 619;
Maisons;28;381;
La Mancelière;28;194;
Manou;28;624;
Marboué;28;1 163;
Marchéville;28;501;
Marchezais;28;331;
Margon;28;1 209;
Marolles-les-Buis;28;217;
Marville-Moutiers-Brûlé;28;985;
Meaucé;28;568;
Méréglise;28;104;
Mérouville;28;225;
Meslay-le-Grenet;28;351;
Meslay-le-Vidame;28;537;
Le Mesnil-Simon;28;608;
Le Mesnil-Thomas;28;347;
Mévoisins;28;643;
Mézières-en-Drouais;28;1 104;
Miermaigne;28;206;
Mignières;28;1 122;
Mittainvilliers-Vérigny;28;814;
Moinville-la-Jeulin;28;175;
Moléans;28;482;
Mondonville-Saint-Jean;28;90;
Montboissier;28;327;
Montharville;28;102;
Montigny-le-Chartif;28;643;
Montigny-sur-Avre;28;267;
Montireau;28;146;
Montlandon;28;252;
Montreuil;28;508;
Morainville;28;29;
Morancez;28;1 779;
Moriers;28;224;
Morvilliers;28;164;
Mottereau;28;171;
Moulhard;28;145;
Moutiers;28;267;
Néron;28;671;
Neuvy-en-Beauce;28;228;
Neuvy-en-Dunois;28;325;
Nogent-le-Phaye;28;1 460;
Nogent-le-Roi;28;4 193;
Nogent-le-Rotrou;28;10 378;
Nogent-sur-Eure;28;509;
Nonvilliers-Grandhoux;28;438;
Nottonville;28;312;
Oinville-Saint-Liphard;28;287;
Oinville-sous-Auneau;28;352;
Ollé;28;628;
Orgères-en-Beauce;28;1 109;
Ormoy;28;251;
Orrouer;28;309;
Ouarville;28;534;
Ouerre;28;751;
Oulins;28;1 236;
Oysonville;28;523;
Péronville;28;270;
Pierres;28;2 843;
Les Pinthières;28;187;
Poinville;28;146;
Poisvilliers;28;452;
Pontgouin;28;1 434;
Poupry;28;109;
Prasville;28;441;
Pré-Saint-Évroult;28;302;
Pré-Saint-Martin;28;204;
Prudemanche;28;263;
Prunay-le-Gillon;28;1 094;
La Puisaye;28;293;
Le Puiset;28;428;
Puiseux;28;142;
Réclainville;28;191;
Les Ressuintes;28;132;
Revercourt;28;23;
Rohaire;28;132;
Roinville;28;551;
Rouvray-Saint-Denis;28;445;
Rouvres;28;823;
Rueil-la-Gadelière;28;520;
Saint-Ange-et-Torçay;28;287;
Saint-Arnoult-des-Bois;28;916;
Saint-Aubin-des-Bois;28;1 021;
Saint-Avit-les-Guespières;28;374;
Saint-Bomer;28;202;
Saint-Christophe;28;157;
Saint-Denis-d'Authou;28;501;
Saint-Denis-des-Puits;28;141;
Saint-Denis-les-Ponts;28;1 738;
Saint-Éliph;28;926;
Saint-Éman;28;110;
Saint-Georges-sur-Eure;28;2 819;
Saint-Germain-le-Gaillard;28;349;
Saint-Jean-de-Rebervilliers;28;240;
Saint-Jean-Pierre-Fixte;28;270;
Saint-Laurent-la-Gâtine;28;455;
Saint-Léger-des-Aubées;28;280;
Saint-Lubin-de-Cravant;28;60;
Saint-Lubin-de-la-Haye;28;988;
Saint-Lubin-des-Joncherets;28;4 079;
Saint-Lucien;28;257;
Saint-Luperce;28;898;
Saint-Maixme-Hauterive;28;432;
Saint-Martin-de-Nigelles;28;1 610;
Saint-Maur-sur-le-Loir;28;425;
Saint-Maurice-Saint-Germain;28;490;
Saint-Ouen-Marchefroy;28;301;
Saint-Piat;28;1 076;
Saint-Prest;28;2 100;
Saint-Rémy-sur-Avre;28;4 048;
Saint-Sauveur-Marville;28;937;
Saint-Victor-de-Buthon;28;527;
Sainte-Gemme-Moronval;28;1 120;
Sainville;28;1 025;
Sancheville;28;845;
Sandarville;28;418;
Santeuil;28;322;
Santilly;28;348;
La Saucelle;28;195;
Saulnières;28;704;
Saumeray;28;499;
Saussay;28;1 102;
Senantes;28;598;
Senonches;28;3 136;
Serazereux;28;561;
Serville;28;369;
Soizé;28;308;
Sorel-Moussel;28;1 836;
Souancé-au-Perche;28;548;
Soulaires;28;457;
Sours;28;2 126;
Terminiers;28;930;
Theuville;28;731;
Le Thieulin;28;484;
Thimert-Gâtelles;28;1 292;
Thiron-Gardais;28;1 018;
Thivars;28;1 106;
Thiville;28;348;
Tillay-le-Péneux;28;332;
Toury;28;2 652;
Trancrainville;28;167;
Tremblay-les-Villages;28;2 331;
Tréon;28;1 411;
Trizay-Coutretot-Saint-Serge;28;467;
Trizay-lès-Bonneval;28;325;
Umpeau;28;403;
Unverre;28;1 227;
Varize;28;205;
Vaupillon;28;461;
Ver-lès-Chartres;28;838;
Vernouillet;28;12 642;
Vert-en-Drouais;28;1 121;
Vichères;28;320;
Vierville;28;134;
Vieuvicq;28;488;
Les Villages Vovéens;28;4 082;
Villampuy;28;321;
Villars;28;173;
Villeau;28;189;
Villebon;28;76;
Villemaury;28;1 446;
Villemeux-sur-Eure;28;1 637;
Villiers-le-Morhier;28;1 379;
Villiers-Saint-Orien;28;171;
Vitray-en-Beauce;28;363;
Voise;28;292;
Yermenonville;28;596;
Yèvres;28;1 693;
Ymeray;28;648;
Ymonville;28;503;
Argol;29;1 036;
Arzano;29;1 423;
Audierne;29;3 777;
Bannalec;29;5 798;
Baye;29;1 197;
Bénodet;29;3 596;
Berrien;29;972;
Beuzec-Cap-Sizun;29;1 023;
Bodilis;29;1 634;
Bohars;29;3 556;
Bolazec;29;211;
Botmeur;29;219;
Botsorhel;29;435;
Bourg-Blanc;29;3 608;
Brasparts;29;1 043;
Brélès;29;900;
Brennilis;29;458;
Brest;29;142 629;
Briec;29;5 753;
Camaret-sur-Mer;29;2 646;
Carantec;29;3 256;
Carhaix-Plouguer;29;7 856;
Cast;29;1 640;
Châteaulin;29;5 774;
Châteauneuf-du-Faou;29;3 780;
Cléden-Cap-Sizun;29;969;
Cléden-Poher;29;1 164;
Cléder;29;3 882;
Clohars-Carnoët;29;4 424;
Clohars-Fouesnant;29;2 088;
Le Cloître-Pleyben;29;545;
Le Cloître-Saint-Thégonnec;29;664;
Coat-Méal;29;1 110;
Collorec;29;624;
Combrit;29;4 180;
Commana;29;1 085;
Concarneau;29;19 898;
Confort-Meilars;29;906;
Le Conquet;29;2 737;
Coray;29;1 933;
Crozon;29;7 777;
Daoulas;29;1 842;
Dinéault;29;2 236;
Dirinon;29;2 372;
Douarnenez;29;14 520;
Le Drennec;29;1 851;
Edern;29;2 243;
Elliant;29;3 474;
Ergué-Gabéric;29;8 353;
Le Faou;29;1 758;
La Feuillée;29;655;
Le Folgoët;29;3 251;
La Forest-Landerneau;29;1 879;
La Forêt-Fouesnant;29;3 448;
Fouesnant;29;9 957;
Garlan;29;1 073;
Gouesnach;29;2 819;
Gouesnou;29;6 240;
Gouézec;29;1 133;
Goulien;29;441;
Goulven;29;452;
Gourlizon;29;915;
Guengat;29;1 803;
Guerlesquin;29;1 377;
Guiclan;29;2 533;
Guiler-sur-Goyen;29;542;
Guilers;29;8 177;
Guilligomarc'h;29;768;
Guilvinec;29;2 753;
Guimaëc;29;984;
Guimiliau;29;1 033;
Guipavas;29;14 853;
Guissény;29;2 044;
Hanvec;29;2 073;
Henvic;29;1 364;
Hôpital-Camfrout;29;2 276;
Huelgoat;29;1 523;
Île-de-Batz;29;483;
Île-de-Sein;29;249;
Île-Molène;29;135;
Île-Tudy;29;765;
Irvillac;29;1 450;
Le Juch;29;736;
Kergloff;29;925;
Kerlaz;29;843;
Kerlouan;29;2 205;
Kernilis;29;1 487;
Kernouës;29;713;
Kersaint-Plabennec;29;1 445;
Lampaul-Guimiliau;29;2 148;
Lampaul-Plouarzel;29;2 140;
Lampaul-Ploudalmézeau;29;860;
Lanarvily;29;436;
Landéda;29;3 669;
Landeleau;29;949;
Landerneau;29;16 468;
Landévennec;29;341;
Landivisiau;29;9 492;
Landrévarzec;29;1 882;
Landudal;29;910;
Landudec;29;1 455;
Landunvez;29;1 515;
Langolen;29;894;
Lanhouarneau;29;1 340;
Lanildut;29;968;
Lanmeur;29;2 260;
Lannéanou;29;399;
Lannédern;29;300;
Lanneuffret;29;151;
Lannilis;29;5 647;
Lanrivoaré;29;1 501;
Lanvéoc;29;2 208;
Laz;29;680;
Lennon;29;823;
Lesneven;29;7 635;
Leuhan;29;823;
Loc-Brévalaire;29;204;
Loc-Eguiner;29;410;
Locmaria-Berrien;29;243;
Locmaria-Plouzané;29;5 180;
Locmélar;29;478;
Locquénolé;29;817;
Locquirec;29;1 435;
Locronan;29;834;
Loctudy;29;4 159;
Locunolé;29;1 172;
Logonna-Daoulas;29;2 171;
Lopérec;29;1 020;
Loperhet;29;3 793;
Loqueffret;29;369;
Lothey;29;468;
Mahalon;29;972;
La Martyre;29;771;
Melgven;29;3 427;
Mellac;29;3 118;
Mespaul;29;963;
Milizac-Guipronvel;29;4 498;
Moëlan-sur-Mer;29;6 940;
Morlaix;29;15 446;
Motreff;29;716;
Névez;29;2 726;
Ouessant;29;862;
Pencran;29;1 976;
Penmarch;29;5 462;
Peumerit;29;812;
Plabennec;29;8 605;
Pleuven;29;2 934;
Pleyben;29;3 956;
Pleyber-Christ;29;3 237;
Plobannalec-Lesconil;29;3 548;
Ploéven;29;541;
Plogastel-Saint-Germain;29;1 971;
Plogoff;29;1 259;
Plogonnec;29;3 218;
Plomelin;29;4 354;
Plomeur;29;3 863;
Plomodiern;29;2 161;
Plonéis;29;2 440;
Plonéour-Lanvern;29;6 226;
Plonévez-du-Faou;29;2 157;
Plonévez-Porzay;29;1 816;
Plouarzel;29;3 776;
Ploudalmézeau;29;6 431;
Ploudaniel;29;3 807;
Ploudiry;29;963;
Plouédern;29;2 859;
Plouégat-Guérand;29;1 085;
Plouégat-Moysan;29;729;
Plouénan;29;2 564;
Plouescat;29;3 541;
Plouezoc'h;29;1 643;
Plougar;29;814;
Plougasnou;29;2 966;
Plougastel-Daoulas;29;13 711;
Plougonvelin;29;4 251;
Plougonven;29;3 524;
Plougoulm;29;1 812;
Plougourvest;29;1 428;
Plouguerneau;29;6 678;
Plouguin;29;2 183;
Plouhinec;29;4 080;
Plouider;29;1 904;
Plouigneau;29;5 153;
Ploumoguer;29;2 065;
Plounéour-Brignogan-plages;29;1 978;
Plounéour-Ménez;29;1 293;
Plounéventer;29;2 130;
Plounévez-Lochrist;29;2 415;
Plounévézel;29;1 271;
Plourin;29;1 275;
Plourin-lès-Morlaix;29;4 706;
Plouvien;29;3 844;
Plouvorn;29;2 954;
Plouyé;29;703;
Plouzané;29;13 010;
Plouzévédé;29;1 822;
Plovan;29;707;
Plozévet;29;3 060;
Pluguffan;29;4 192;
Pont-Aven;29;2 882;
Pont-Croix;29;1 614;
Pont-de-Buis-lès-Quimerch;29;4 068;
Pont-l'Abbé;29;8 633;
Le Ponthou;29;177;
Porspoder;29;1 855;
Port-Launay;29;440;
Pouldergat;29;1 240;
Pouldreuzic;29;2 182;
Poullan-sur-Mer;29;1 610;
Poullaouen;29;1 307;
Primelin;29;743;
Quéménéven;29;1 176;
Querrien;29;1 783;
Quimper;29;66 743;
Quimperlé;29;12 630;
Rédené;29;2 984;
Le Relecq-Kerhuon;29;11 704;
Riec-sur-Bélon;29;4 316;
La Roche-Maurice;29;1 887;
Roscanvel;29;871;
Roscoff;29;3 452;
Rosnoën;29;988;
Rosporden;29;7 780;
Saint-Coulitz;29;443;
Saint-Derrien;29;821;
Saint-Divy;29;1 560;
Saint-Eloy;29;223;
Saint-Évarzec;29;3 649;
Saint-Frégant;29;823;
Saint-Goazec;29;720;
Saint-Hernin;29;774;
Saint-Jean-du-Doigt;29;656;
Saint-Jean-Trolimon;29;1 002;
Saint-Martin-des-Champs;29;4 763;
Saint-Méen;29;922;
Saint-Nic;29;805;
Saint-Pabu;29;2 116;
Saint-Pol-de-Léon;29;6 838;
Saint-Renan;29;8 287;
Saint-Rivoal;29;189;
Saint-Sauveur;29;807;
Saint-Ségal;29;1 116;
Saint-Servais;29;793;
Saint-Thégonnec Loc-Eguiner;29;3 092;
Saint-Thois;29;733;
Saint-Thonan;29;1 789;
Saint-Thurien;29;1 045;
Saint-Urbain;29;1 672;
Saint-Vougay;29;922;
Saint-Yvi;29;3 178;
Sainte-Sève;29;1 037;
Santec;29;2 431;
Scaër;29;5 507;
Scrignac;29;805;
Sibiril;29;1 237;
Sizun;29;2 343;
Spézet;29;1 888;
Taulé;29;3 040;
Telgruc-sur-Mer;29;2 184;
Tourch;29;1 062;
Trébabu;29;354;
Treffiagat;29;2 500;
Tréflaouénan;29;514;
Tréflévénez;29;259;
Tréflez;29;963;
Trégarantec;29;591;
Trégarvan;29;133;
Tréglonou;29;658;
Trégourez;29;1 001;
Tréguennec;29;325;
Trégunc;29;7 271;
Le Tréhou;29;642;
Trémaouézan;29;577;
Tréméoc;29;1 375;
